index,smiles,pedegree,descriptors,fitnesses
CN1CCN(CCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,CN1CCN(CCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,"('crossover', 'CN1CCN(CCCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.45490063940606046, 0.7326166666666672, 0.21392857142857144, 0.7180533333333339]",0.4144144144144144
CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1,CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CN2CCN(c3ccccn3)CC2)c1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.7490979927151515, 0.1418833333333339, 0.5674285714285714, 0.9211611111111119]",0.3790322580645161
CC1=C(O)c2ccccc2C(=O)C1=NCC[N+](=O)[O-],CC1=C(O)c2ccccc2C(=O)C1=NCC[N+](=O)[O-],"('crossover', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.10630214201212122, 0.3982666666666667, 0.6628571428571428, 0.33509666666666676]",0.21238938053097345
CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)NC(N)=O)c1,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)NC(N)=O)c1,"('crossover', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2', 'CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1')","[0.5672402253818182, 0.19485000000000027, 0.9148571428571429, 0.7555177777777783]",0.319672131147541
CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,"('database', 'no reaction', 'no parent')","[0.19729969338181824, 0.3793166666666667, 0.2901428571428572, 0.4467088888888894]",0.42
CN1CCN(CCCN2CCN(C)CC2)CC1,CN1CCN(CCCN2CCN(C)CC2)CC1,"('crossover', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.046155748169696906, 0.061883333333333734, 0.09257142857142858, 0.3610111111111117]",0.21818181818181817
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"('database', 'no reaction', 'no parent')","[0.5367986971878785, 0.844533333333334, 0.2901428571428572, 0.8000977777777785]",0.42105263157894735
CS(=O)(=O)C(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CS(=O)(=O)C(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2')","[0.4242848862181817, 0.5611166666666669, 0.783, 0.5463988888888889]",0.2905982905982906
Cc1ccc2nc3ccccc3c(NCCN3CCN(C)CC3)c2c1,Cc1ccc2nc3ccccc3c(NCCN3CCN(C)CC3)c2c1,"('database', 'no reaction', 'no parent')","[0.33095680858181814, 0.6426200000000003, 0.22428571428571434, 0.7379188888888896]",0.4107142857142857
CN1CCN(CCCCCCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,CN1CCN(CCCCCCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"('crossover', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2')","[0.7097012705939392, 0.833433333333334, 0.3132857142857143, 0.9947533333333338]",0.5130434782608696
CS(=O)(=O)c1ccc2c(c1)N(C(N)=O)c1ccccc1S2,CS(=O)(=O)c1ccc2c(c1)N(C(N)=O)c1ccccc1S2,"('crossover', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2')","[0.2879664674060605, 0.5452500000000002, 0.5747857142857142, 0.46488000000000035]",0.3490566037735849
