index,smiles,pedegree,descriptors,fitnesses
CCCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,CCCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21,"('crossover', 'CN1CCN(P2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1', 'CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21')","[0.22755529924848475, 0.9162666666666673, 0.33128571428571424, 0.5063933333333337]",0.3063063063063063
CN1CCN(CCc2ccc3ccccc3c2)CC1,CN1CCN(CCc2ccc3ccccc3c2)CC1,"('crossover', 'CN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1', 'CN1CCN(CCCN2CCN(C)CC2)CC1')","[0.08841908698181813, 0.5216166666666667, 0.04628571428571429, 0.4621000000000006]",0.42424242424242425
Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1CCN1CCN(C)CC1,Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1CCN1CCN(C)CC1,"('crossover', 'Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1F', 'CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1')","[0.5339809037333335, 0.5337033333333335, 0.31328571428571433, 0.8347644444444452]",0.6464646464646465
CN1CCN(CCOc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCOc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'CN1CCN(CCN(O)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.4124930009333334, 0.28608333333333336, 0.3792142857142857, 0.5750755555555561]",0.494949494949495
CN(C)S(=O)(=O)c1ccc(O)c(NC(=O)O)c1,CN(C)S(=O)(=O)c1ccc(O)c(NC(=O)O)c1,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CN(C)S(=O)(=O)c1ccc(O)c(SNC(=O)O)c1')","[0.10620209843636365, 0.20540000000000003, 0.7638571428571429, 0.2291900000000003]",0.2524271844660194
CN1CCN(Cc2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1,CN1CCN(Cc2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1,"('crossover', 'CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.3819924339636364, 0.39361666666666667, 0.31328571428571433, 0.5003088888888895]",0.40594059405940597
CCCCCN1c2ccccc2Sc2ccc(S(=O)(=O)[N+](=O)[O-])cc21,CCCCCN1c2ccccc2Sc2ccc(S(=O)(=O)[N+](=O)[O-])cc21,"('crossover', 'CCCN1c2ccccc2Sc2ccc([N+](=O)[O-])cc21', 'CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)CC1')","[0.46385090623030284, 0.8241500000000007, 0.5751428571428571, 0.641313333333334]",0.34782608695652173
Cc1ccc(S(=O)(=O)N(C)C)cc1N1c2ccccc2Sc2ccc(S(=O)(=O)[N+](=O)[O-])cc21,Cc1ccc(S(=O)(=O)N(C)C)cc1N1c2ccccc2Sc2ccc(S(=O)(=O)[N+](=O)[O-])cc21,"('crossover', 'CN1CCN(P2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)c1')","[0.8486169646303031, 0.7741866666666674, 0.8421428571428572, 0.9448666666666673]",0.3779527559055118
CN(C)S(=O)(=O)c1ccc(-c2ccccc2F)c([N+](=O)[O-])c1,CN(C)S(=O)(=O)c1ccc(-c2ccccc2F)c([N+](=O)[O-])c1,"('crossover', 'CN1CCN(c2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(CC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)c1')","[0.3001757761090909, 0.5252000000000002, 0.5751428571428571, 0.43736888888888914]",0.39805825242718446
CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(O)cc32)CC1,CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(O)cc32)CC1,"('crossover', 'CCCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.4518841988060606, 0.4570833333333333, 0.33528571428571424, 0.7258733333333337]",0.4144144144144144
CN1CCN(CCc2cc(S(=O)(=O)N(C)Cl)ccc2-c2ccccc2CS(C)(=O)=O)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)Cl)ccc2-c2ccccc2CS(C)(=O)=O)CC1,"('crossover', 'CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)(=O)=O)CC1')","[0.8307170488484845, 0.4937333333333334, 0.5571428571428572, 0.9874288888888894]",0.5309734513274337
CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2F)CC1,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2F)CC1,"('crossover', 'Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1F', 'CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1')","[0.7428953565333333, 0.5565666666666669, 0.4809285714285714, 0.8976477777777785]",0.5315315315315315
CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('crossover', 'CN1CCN(CCN(O)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.26710912907878787, 0.14831666666666674, 0.4577857142857143, 0.46392888888888945]",0.4791666666666667
Cc1ccc(-c2ccccc2C)c(CCN2CCN(C)CC2)c1,Cc1ccc(-c2ccccc2C)c(CCN2CCN(C)CC2)c1,"('crossover', 'CN1CCN(N2CCN(CN3c4ccccc4Sc4ccc(S(C)=O)cc43)CC2)CC1', 'Cc1ccc(-c2ccccc2F)c(CCN2CCN(C)CC2)c1')","[0.2521977239272727, 0.7100566666666671, 0.04628571428571429, 0.6554777777777784]",0.4803921568627451
CN1CCN(c2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1,CN1CCN(c2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1')","[0.46108280675151514, 0.49913333333333343, 0.31328571428571433, 0.6935422222222231]",0.57
Cc1cccc(S(=O)(=O)N2CCN(S(=O)(=O)N(C)C)CC2)c1,Cc1cccc(S(=O)(=O)N2CCN(S(=O)(=O)N(C)C)CC2)c1,"('crossover', 'Cc1cccc(S(=O)(=O)N2CCN(C)CC2)c1', 'Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1C=CN(CCN2CCN(C)CC2)CC1')","[0.3699919640969698, 0.10128666666666682, 0.5571428571428572, 0.490195555555556]",0.2972972972972973
CN1CCN(CCNC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCNC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('mutation', '[*:1]~[*:2]>>[*:1]N[*:2]', 'CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.5823034498060606, 0.24725000000000008, 0.5442857142857143, 0.7562611111111116]",0.44954128440366975
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2S(=O)(=O)[N+](=O)[O-])CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2S(=O)(=O)[N+](=O)[O-])CC1,"('crossover', 'Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1S(=O)(=O)[N+](=O)[O-]', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)(=O)=O)CC1')","[0.8216515958060604, 0.3098666666666668, 0.8652857142857144, 0.9396888888888896]",0.5765765765765766
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)(=O)=O)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2CS(C)(=O)=O)CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1')","[0.7702765107151515, 0.4064000000000001, 0.5571428571428572, 0.9882177777777782]",0.5871559633027523
CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(N2CCN(Cc3ccccc3F)CC2)CC1')","[0.5460261404727272, 0.5054833333333336, 0.31328571428571433, 0.781664444444445]",0.6464646464646465
Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1F,Cc1cc(S(=O)(=O)N(C)C)ccc1-c1ccccc1F,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2-c2ccccc2F)CC1')","[0.20632902415757576, 0.5919033333333337, 0.267, 0.41606444444444485]",0.4329896907216495
CN1CCN(CCPc2ccc3ccccc3c2)CC1,CN1CCN(CCPc2ccc3ccccc3c2)CC1,"('crossover', 'CN1CCN(CPc2ccc3ccccc3c2)CC1', 'CN1CCN(CCCCC(=O)N2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.18533298595757583, 0.48183333333333334, 0.04628571428571429, 0.5633444444444452]",0.4117647058823529
CCCN1c2ccccc2Sc2ccc(C)cc21,CCCN1c2ccccc2Sc2ccc(C)cc21,"('crossover', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2')","[0.0912368804363636, 0.917953333333334, 0.023142857142857146, 0.43378888888888933]",0.3300970873786408
CN(C)S(=O)(=O)c1ccc(Cl)c(O)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(O)c1,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.030324217757575756, 0.2993166666666667, 0.4115, 0.15544000000000036]",0.2736842105263158
CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"('crossover', 'CCCN1c2ccccc2Sc2ccc(-c3cc(S(=O)(=O)N(C)C)ccc3O)cc21', 'CN(C)S(=O)(=O)c1ccc(Cl)c(N2c3ccccc3Sc3ccc(S(=O)(=O)[N+](=O)[O-])cc32)c1')","[0.37302006024242423, 0.7416000000000005, 0.2901428571428572, 0.613075555555556]",0.5050505050505051
CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.5972564151151515, 0.3691, 0.45835714285714285, 0.7135311111111117]",0.42201834862385323
Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,"('crossover', 'CCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1')","[0.34599066303030324, 0.7241866666666672, 0.06942857142857144, 0.6965222222222228]",0.5048543689320388
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1C=CN(CCN2CCN(C)CC2)CC1,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1C=CN(CCN2CCN(C)CC2)CC1,"('crossover', 'Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1C=CN(CN2CCN(C)CC2)CC1', 'Cc1ccc(S(=O)(=O)N(C)C)cc1CN1CCN(C)CC1')","[0.7250210909454549, 0.17000333333333384, 0.5674285714285713, 0.9656055555555562]",0.4146341463414634
C=CCCN(C)S(=O)(=O)C(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,C=CCCN(C)S(=O)(=O)C(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('mutation', '[*;!H0;!H1:1]>>[*:1]=C', 'CCCN(C)S(=O)(=O)C(=O)N1c2ccccc2Sc2cc([N+](=O)[O-])ccc21')","[0.5880635231636363, 0.7758666666666673, 0.7202142857142858, 0.7506688888888895]",0.32786885245901637
CN1CCN(CCC(=O)NSc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,CN1CCN(CCC(=O)NSc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"('mutation', '[*:1]~[*:2]>>[*:1]S[*:2]', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2O)CC1')","[0.5367865070060606, 0.15055000000000018, 0.6656428571428571, 0.6837033333333341]",0.45794392523364486
CN(C)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(Cl)c1,"('crossover', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCc2ccc3ccccc3c2)CC1')","[0.0847669845090909, 0.45728333333333343, 0.267, 0.19260888888888922]",0.2736842105263158
CN1CCN(Cc2ccc(O)c(SNC(=O)O)c2)CC1,CN1CCN(Cc2ccc(O)c(SNC(=O)O)c2)CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(O)c(SNC(=O)O)c1', 'Cc1ccc2c(c1N)N(CCN1CCN(C)CC1)c1ccccc1S2')","[0.21852943172121228, 0.31905, 0.5431428571428571, 0.4210922222222226]",0.2702702702702703
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CNC(=O)CCN1CCN(C)CC1,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CNC(=O)CCN1CCN(C)CC1,"('crossover', 'CN1CCN(Cc2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1', 'CN1CCN(CCC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.6066959862787881, 0.0729200000000005, 0.729, 0.802724444444445]",0.4260869565217391
CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1')","[0.32155189583030297, 0.30628333333333335, 0.31328571428571433, 0.5010977777777784]",0.4791666666666667
CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1,"('mutation', '[*:1]~[D1]>>[*:1]', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1')","[0.26111135769696975, 0.20446666666666669, 0.31328571428571433, 0.4995088888888895]",0.5212765957446809
CN1CCN(P2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,CN1CCN(P2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,"('crossover', 'CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.4213836318363636, 0.6008833333333335, 0.19078571428571428, 0.6548866666666671]",0.3482142857142857
