index,smiles,pedegree,descriptors,fitnesses
CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CN2CCN(c3ccccn3)CC2)c1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.49434421012121216, 0.27771666666666667, 0.5211428571428571, 0.6612055555555562]",0.47115384615384615
CCCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CCCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1', 'CCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21')","[0.7246024602060607, 0.6967500000000003, 0.8061428571428573, 0.8876100000000008]",0.2857142857142857
CN1CCN(CCS(=O)(=O)N2CCC(Cc3ccccc3)CC2)CC1,CN1CCN(CCS(=O)(=O)N2CCC(Cc3ccccc3)CC2)CC1,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'CN1CCN(CCS(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1')","[0.4248899946424243, 0.3363833333333335, 0.31328571428571433, 0.6907422222222231]",0.3418803418803419
CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1,"('database', 'no reaction', 'no parent')","[0.7218343607272728, 0.6253333333333334, 0.6070714285714286, 0.9477800000000005]",0.4146341463414634
CN(C)S(=O)(=O)CN1CCN(c2ccccn2)CC1,CN(C)S(=O)(=O)CN1CCN(c2ccccn2)CC1,"('crossover', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CN2CCN(c3ccccn3)CC2)c1', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1')","[0.1791839299393938, 0.09208333333333348, 0.4053571428571429, 0.3944088888888894]",0.3269230769230769
Cc1ccc2c(c1)N(N1CCN(C)CC1)c1ccccc1S2,Cc1ccc2c(c1)N(N1CCN(C)CC1)c1ccccc1S2,"('crossover', 'CN1CCN(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1', 'CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1')","[0.26104732930909114, 0.7100200000000005, 0.06942857142857144, 0.5883666666666671]",0.4326923076923077
CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"('crossover', 'Cc1ccc2nc3ccccc3c(NCCN3CCN(C)CC3)c2c1', 'CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21')","[0.4548712694303028, 0.5592000000000003, 0.3132857142857143, 0.6813977777777784]",0.5
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1CCN(CN2CCN(C)CC2)CC1,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CN1CCN(CN2CCN(C)CC2)CC1,"('crossover', 'CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1')","[0.6886574545818185, 0.08438666666666732, 0.5674285714285713, 0.9181277777777785]",0.3790322580645161
CCN([N+](=O)[O-])S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1,CCN([N+](=O)[O-])S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1,"('crossover', 'CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1', 'CS(=O)(=O)C(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21')","[0.7732094458181821, 0.4873, 0.9152142857142856, 0.9083733333333336]",0.3858267716535433
CN1CCN(CCC(=O)NC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCC(=O)NC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1', 'CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1')","[0.6246648575515151, 0.22931666666666692, 0.7289999999999999, 0.7560022222222227]",0.4375
Cc1cccc(S(=O)(=O)Nc2ccc(CCN3CCN(C)CC3)c(P)c2)c1,Cc1cccc(S(=O)(=O)Nc2ccc(CCN3CCN(C)CC3)c(P)c2)c1,"('crossover', 'CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1', 'CN1CCN(CCc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2P)CC1')","[0.5459514689878789, 0.4310200000000001, 0.3760714285714286, 0.8379388888888892]",0.4247787610619469
CN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,CN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"('crossover', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2', 'CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21')","[0.20011748683636363, 0.6371000000000003, 0.267, 0.4242200000000005]",0.3939393939393939
CN1CCN(N2CCN(Cc3ccccc3F)CC2)CC1,CN1CCN(N2CCN(Cc3ccccc3F)CC2)CC1,"('crossover', 'CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1', 'CN1CCN(N2CCN(CCc3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc3)CC2)CC1')","[0.2036555303636364, 0.26761666666666667, 0.09257142857142858, 0.47022222222222276]",0.2807017543859649
Cc1ccc2c(c1)N(C)c1ccccc1S2,Cc1ccc2c(c1)N(C)c1ccccc1S2,"('crossover', 'CS(=O)(=O)C(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21')","[0.006293546715151489, 0.7879200000000003, 0.023142857142857146, 0.33118888888888925]",0.32323232323232326
Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,"('crossover', 'CCN(CC)S(=O)(=O)CCC(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21', 'CN1CCN(CCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1')","[0.34599066303030324, 0.7241866666666672, 0.06942857142857144, 0.6965222222222228]",0.5048543689320388
CN1CCN(CN2CCN(CCC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1,CN1CCN(CN2CCN(CCC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1,"('crossover', 'CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1')","[0.7915696595757576, 0.2069000000000005, 0.5674285714285714, 0.9724611111111118]",0.392
CN1CCN(N(C)S(=O)(=O)c2ccc(Cl)c(NC(=O)CS(C)(=O)=O)c2)CC1,CN1CCN(N(C)S(=O)(=O)c2ccc(Cl)c(NC(=O)CS(C)(=O)=O)c2)CC1,"('crossover', 'CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1')","[0.645696483381818, 0.10100000000000027, 0.765, 0.709014444444445]",0.3305084745762712
CC1=C(O)c2ccccc2C(=O)C1=NCC[N+](=O)[O-],CC1=C(O)c2ccccc2C(=O)C1=NCC[N+](=O)[O-],"('crossover', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1', 'CN1CCN(CCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1')","[0.10630214201212122, 0.3982666666666667, 0.6628571428571428, 0.33509666666666676]",0.21238938053097345
CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)NC(N)=O)c1,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)NC(N)=O)c1,"('crossover', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2', 'CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)Nc2ccccc2F)c1')","[0.5672402253818182, 0.19485000000000027, 0.9148571428571429, 0.7555177777777783]",0.319672131147541
CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"('crossover', 'CN1CCN(CN2CCN(CC(=O)Nc3cc(S(=O)(=O)N(C)C)ccc3Cl)CC2)CC1', 'CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CS(C)(=O)=O)c1')","[0.32155189583030297, 0.30628333333333335, 0.31328571428571433, 0.5010977777777784]",0.4791666666666667
CN1CCN(CCc2ccc(S(C)(=O)=O)cc2P)CC1,CN1CCN(CCc2ccc(S(C)(=O)=O)cc2P)CC1,"('crossover', 'CN1CCN(CCc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2P)CC1', 'CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1')","[0.2700660169878788, 0.14673333333333333, 0.2901428571428572, 0.5170755555555561]",0.4
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,"('database', 'no reaction', 'no parent')","[0.5367986971878785, 0.844533333333334, 0.2901428571428572, 0.8000977777777785]",0.42105263157894735
CCN(CC)S(=O)(=O)C(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,CCN(CC)S(=O)(=O)C(=O)NN1c2ccccc2Sc2cc([N+](=O)[O-])ccc21,"('crossover', 'CN1CCN(CCCCC(=O)NN2c3ccccc3Sc3cc([N+](=O)[O-])ccc32)CC1', 'CCN(CC)S(=O)(=O)c1cccc(Cl)c1')","[0.5971874596242424, 0.6656166666666671, 0.8061428571428573, 0.7352544444444451]",0.3064516129032258
CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,CN1CCN(CCP2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1,"('mutation', '[#7:1]>>[#15:1]', 'CN1CCN(CCN2c3ccc(O)cc3Sc3ccc(Cl)cc32)CC1')","[0.5063269655575757, 0.6150500000000002, 0.19078571428571428, 0.7630422222222227]",0.4144144144144144
CN1CCN(CCCCCCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,CN1CCN(CCCCCCN2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1,"('crossover', 'CC1=C(O)c2ccccc2C(=O)C1=NCCCN1CCN(C)CC1', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2')","[0.7097012705939392, 0.833433333333334, 0.3132857142857143, 0.9947533333333338]",0.5130434782608696
CS(=O)(=O)c1ccc2c(c1)N(C(N)=O)c1ccccc1S2,CS(=O)(=O)c1ccc2c(c1)N(C(N)=O)c1ccccc1S2,"('crossover', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2', 'CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2')","[0.2879664674060605, 0.5452500000000002, 0.5747857142857142, 0.46488000000000035]",0.3490566037735849
CN1CCN(S(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1,CN1CCN(S(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1,"('crossover', 'CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21', 'CN1CCN(CCS(=O)(=O)N2CCN(CCc3ccccc3)CC2)CC1')","[0.38543423374545444, 0.13981666666666706, 0.33642857142857147, 0.6238755555555563]",0.3508771929824561
