4.899724900427019358e-01 9.087993656686448318e-01
4.716804015209817846e-01 1.871896263836810848e-01
3.191700905342936823e-01 3.501468874862628811e-02
9.572032351641173165e-01 6.354205068526487254e-01
7.124398600540035043e-01 3.531460747367958786e-01
1.624822601983763604e-01 4.286909982746384129e-01
1.007349828790176649e-01 9.660750420822548090e-01
1.239233587164308426e-01 8.113025574272882956e-01
9.617165396406597289e-01 3.963283021692636243e-01
6.502062645640349636e-01 1.430817365785390094e-01
7.378736400348993030e-01 6.933054273821108726e-01
4.886903807060516414e-01 8.305469251510426698e-01
8.432538584906650314e-01 9.549108008529461067e-01
9.644638498155262418e-01 1.347018225560029925e-01
6.883723988416640127e-01 9.531433944856376739e-01
8.083828824495542520e-01 4.806184952696599955e-01
4.458542432605734351e-01 5.796875996515719054e-01
8.016880637375696228e-01 8.726789294931538432e-01
2.454045033751177107e-01 1.169903171997553892e-01
9.606265008504202285e-01 5.589727681639240497e-01
8.758801013322721207e-01 4.318442003214353897e-01
1.017579884037961846e-01 1.227205974955919432e-01
